symbol,code,date,type,bonus,allotment
sz300040.SZ,300040.SZ,2026-06-12,1,0.2,0.0
sz300144.SZ,300144.SZ,2026-06-12,1,2.5,0.0
sz300179.SZ,300179.SZ,2026-06-12,1,3.0,0.0
sz300217.SZ,300217.SZ,2026-06-12,1,0.16,0.0
sz300226.SZ,300226.SZ,2026-06-12,1,0.5,0.0
sz300281.SZ,300281.SZ,2026-06-12,1,0.2,0.0
sz300394.SZ,300394.SZ,2026-06-12,1,7.0,0.0
sz300559.SZ,300559.SZ,2026-06-12,1,0.7,0.0
sz300695.SZ,300695.SZ,2026-06-12,1,1.5,0.0
sz300722.SZ,300722.SZ,2026-06-12,1,1.8,0.0
sz300726.SZ,300726.SZ,2026-06-12,1,10.0,0.0
sz300779.SZ,300779.SZ,2026-06-12,1,1.5,0.0
sz300882.SZ,300882.SZ,2026-06-12,1,2.0,0.0
sz300893.SZ,300893.SZ,2026-06-12,1,0.78,0.0
sz301170.SZ,301170.SZ,2026-06-12,1,2.5,0.0
sz301211.SZ,301211.SZ,2026-06-12,1,0.6,0.0
sz301363.SZ,301363.SZ,2026-06-12,1,2.0,0.0
sz301520.SZ,301520.SZ,2026-06-12,1,3.0,0.0
bj920069.BJ,920069.BJ,2026-06-15,1,5.1,0.0
bj920533.BJ,920533.BJ,2026-06-15,1,1.0,0.0
bj920914.BJ,920914.BJ,2026-06-15,1,1.5,0.0
sh600318.SH,600318.SH,2026-06-15,1,0.2,0.0
sh600351.SH,600351.SH,2026-06-15,1,1.5,0.0
sh600496.SH,600496.SH,2026-06-15,1,2.2,0.0
sh600552.SH,600552.SH,2026-06-15,1,0.5,0.0
sh600817.SH,600817.SH,2026-06-15,1,4.0,0.0
sh600901.SH,600901.SH,2026-06-15,1,1.7,0.0
sh600903.SH,600903.SH,2026-06-15,1,0.14,0.0
sh600926.SH,600926.SH,2026-06-15,1,2.8,0.0
sh601009.SH,601009.SH,2026-06-15,1,2.23,0.0
sh601107.SH,601107.SH,2026-06-15,1,2.97,0.0
sh601121.SH,601121.SH,2026-06-15,1,0.72,0.0
sh601231.SH,601231.SH,2026-06-15,1,4.3,0.0
sh603066.SH,603066.SH,2026-06-15,1,0.34,0.0
sh603113.SH,603113.SH,2026-06-15,1,0.48,0.0
sh603172.SH,603172.SH,2026-06-15,1,0.7,0.0
sh603176.SH,603176.SH,2026-06-15,1,0.15,0.0
sh603288.SH,603288.SH,2026-06-15,1,8.0,0.0
sh603569.SH,603569.SH,2026-06-15,1,3.4,0.0
sh603638.SH,603638.SH,2026-06-15,1,1.0,0.0
sh603936.SH,603936.SH,2026-06-15,1,0.1,0.0
sh605116.SH,605116.SH,2026-06-15,1,3.4,0.0
sh605138.SH,605138.SH,2026-06-15,1,0.54,0.0
sh688056.SH,688056.SH,2026-06-15,1,1.5,0.0
sh688080.SH,688080.SH,2026-06-15,1,1.1,0.0
sh688136.SH,688136.SH,2026-06-15,1,2.5,0.0
sh688357.SH,688357.SH,2026-06-15,1,3.0,0.0
sh688486.SH,688486.SH,2026-06-15,1,10.4,0.0
sh688516.SH,688516.SH,2026-06-15,1,8.0,0.0
sh688662.SH,688662.SH,2026-06-15,1,4.0,0.0
sh688697.SH,688697.SH,2026-06-15,1,4.5,0.0
sh688720.SH,688720.SH,2026-06-15,1,1.1,0.0
sz000011.SZ,000011.SZ,2026-06-15,1,0.2,0.0
sz000029.SZ,000029.SZ,2026-06-15,1,0.35,0.0
sz000422.SZ,000422.SZ,2026-06-15,1,2.5,0.0
sz000573.SZ,000573.SZ,2026-06-15,1,0.5,0.0
sz000589.SZ,000589.SZ,2026-06-15,1,0.9,0.0
sz000703.SZ,000703.SZ,2026-06-15,1,0.5,0.0
sz000783.SZ,000783.SZ,2026-06-15,1,3.0,0.0
sz000899.SZ,000899.SZ,2026-06-15,1,5.67,0.0
sz000923.SZ,000923.SZ,2026-06-15,1,6.0,0.0
sz001255.SZ,001255.SZ,2026-06-15,1,0.4,0.0
sz002007.SZ,002007.SZ,2026-06-15,1,5.0,0.0
sz002042.SZ,002042.SZ,2026-06-15,1,0.12,0.0
sz002557.SZ,002557.SZ,2026-06-15,1,10.0,0.0
sz002662.SZ,002662.SZ,2026-06-15,1,0.5,0.0
sz002765.SZ,002765.SZ,2026-06-15,1,0.5,0.0
sz002777.SZ,002777.SZ,2026-06-15,1,1.0,0.0
sz002845.SZ,002845.SZ,2026-06-15,1,0.4,0.0
sz002933.SZ,002933.SZ,2026-06-15,1,0.2,0.0
sz300145.SZ,300145.SZ,2026-06-15,1,0.5,0.0
sz300470.SZ,300470.SZ,2026-06-15,1,5.0,0.0
sz300550.SZ,300550.SZ,2026-06-15,1,0.3,0.0
sz300637.SZ,300637.SZ,2026-06-15,1,0.3,0.0
sz300810.SZ,300810.SZ,2026-06-15,1,0.2,0.0
sz300816.SZ,300816.SZ,2026-06-15,1,0.95,0.0
sz301025.SZ,301025.SZ,2026-06-15,1,0.15,0.0
sz301070.SZ,301070.SZ,2026-06-15,1,0.0,0.0
sz301150.SZ,301150.SZ,2026-06-15,1,2.8,0.0
sz301207.SZ,301207.SZ,2026-06-15,1,8.0,0.0
sz301538.SZ,301538.SZ,2026-06-15,1,3.0,0.0
sz301585.SZ,301585.SZ,2026-06-15,1,2.1,0.0
sz301632.SZ,301632.SZ,2026-06-15,1,1.2,0.0
bj920392.BJ,920392.BJ,2026-06-16,1,1.0,0.0
bj920770.BJ,920770.BJ,2026-06-16,1,1.8,0.0
bj920943.BJ,920943.BJ,2026-06-16,1,2.0,0.0
sh600051.SH,600051.SH,2026-06-16,1,0.6,0.0
sh600236.SH,600236.SH,2026-06-16,1,2.43,0.0
sh600267.SH,600267.SH,2026-06-16,1,2.1,0.0
sh600332.SH,600332.SH,2026-06-16,1,4.5,0.0
sh600477.SH,600477.SH,2026-06-16,1,0.16,0.0
sh600663.SH,600663.SH,2026-06-16,1,0.6,0.0
sh600801.SH,600801.SH,2026-06-16,1,2.1,0.0
sh600933.SH,600933.SH,2026-06-16,1,4.0,0.0
sh601022.SH,601022.SH,2026-06-16,1,0.63,0.0
sh601077.SH,601077.SH,2026-06-16,1,1.18,0.0
sh601619.SH,601619.SH,2026-06-16,1,0.2,0.0
sh603029.SH,603029.SH,2026-06-16,1,1.85,0.0
sh603290.SH,603290.SH,2026-06-16,1,5.08,0.0
sh603306.SH,603306.SH,2026-06-16,1,0.8,0.0
sh603368.SH,603368.SH,2026-06-16,1,6.8,0.0
sh603506.SH,603506.SH,2026-06-16,1,2.14,0.0
sh603566.SH,603566.SH,2026-06-16,1,4.0,0.0
sh603607.SH,603607.SH,2026-06-16,1,5.0,0.0
sh603688.SH,603688.SH,2026-06-16,1,0.86,0.0
sh603933.SH,603933.SH,2026-06-16,1,0.6,0.0
sh605111.SH,605111.SH,2026-06-16,1,1.91,0.0
sh605180.SH,605180.SH,2026-06-16,1,0.7,0.0
sh605333.SH,605333.SH,2026-06-16,1,2.0,0.0
sh605339.SH,605339.SH,2026-06-16,1,0.3,0.0
sh605378.SH,605378.SH,2026-06-16,1,1.5,0.0
sh688025.SH,688025.SH,2026-06-16,1,8.9,0.0
sh688069.SH,688069.SH,2026-06-16,1,5.0,0.0
sh688253.SH,688253.SH,2026-06-16,1,4.5,0.0
sh688525.SH,688525.SH,2026-06-16,1,2.14,0.0
sh688616.SH,688616.SH,2026-06-16,1,3.0,0.0
sh688733.SH,688733.SH,2026-06-16,1,1.0,0.0
sz000513.SZ,000513.SZ,2026-06-16,1,14.3,0.0
sz000810.SZ,000810.SZ,2026-06-16,1,0.8,0.0
sz000920.SZ,000920.SZ,2026-06-16,1,1.64,0.0
sz001220.SZ,001220.SZ,2026-06-16,1,4.53,0.0
sz001318.SZ,001318.SZ,2026-06-16,1,2.3,0.0
sz001326.SZ,001326.SZ,2026-06-16,1,1.4,0.0
sz001395.SZ,001395.SZ,2026-06-16,1,10.0,0.0
sz002004.SZ,002004.SZ,2026-06-16,1,2.5,0.0
sz002046.SZ,002046.SZ,2026-06-16,1,1.96,0.0
sz002063.SZ,002063.SZ,2026-06-16,1,0.32,0.0
sz002224.SZ,002224.SZ,2026-06-16,1,0.15,0.0
sz002391.SZ,002391.SZ,2026-06-16,1,2.0,0.0
sz002412.SZ,002412.SZ,2026-06-16,1,3.0,0.0
sz002599.SZ,002599.SZ,2026-06-16,1,0.1,0.0
sz002603.SZ,002603.SZ,2026-06-16,1,5.0,0.0
sz002730.SZ,002730.SZ,2026-06-16,1,1.0,0.0
sz002792.SZ,002792.SZ,2026-06-16,1,0.25,0.0
sz002842.SZ,002842.SZ,2026-06-16,1,1.38,0.0
sz002882.SZ,002882.SZ,2026-06-16,1,1.0,0.0
sz002935.SZ,002935.SZ,2026-06-16,1,0.5,0.0
sz300047.SZ,300047.SZ,2026-06-16,1,0.15,0.0
sz300240.SZ,300240.SZ,2026-06-16,1,0.2,0.0
sz300272.SZ,300272.SZ,2026-06-16,1,0.5,0.0
sz300494.SZ,300494.SZ,2026-06-16,1,0.05,0.0
sz300651.SZ,300651.SZ,2026-06-16,1,1.0,0.0
sz300775.SZ,300775.SZ,2026-06-16,1,1.0,0.0
sz300840.SZ,300840.SZ,2026-06-16,1,1.0,0.0
sz300913.SZ,300913.SZ,2026-06-16,1,1.6,0.0
sz300922.SZ,300922.SZ,2026-06-16,1,2.0,0.0
sz301065.SZ,301065.SZ,2026-06-16,1,3.0,0.0
sz301137.SZ,301137.SZ,2026-06-16,1,0.85,0.0
sz301178.SZ,301178.SZ,2026-06-16,1,0.5,0.0
sz301226.SZ,301226.SZ,2026-06-16,1,0.6,0.0
sz301236.SZ,301236.SZ,2026-06-16,1,0.5,0.0
sz301265.SZ,301265.SZ,2026-06-16,1,1.0,0.0
sz301281.SZ,301281.SZ,2026-06-16,1,0.5,0.0
sz301390.SZ,301390.SZ,2026-06-16,1,0.5,0.0
sz301418.SZ,301418.SZ,2026-06-16,1,1.0,0.0
sz301429.SZ,301429.SZ,2026-06-16,1,1.74,0.0
sz301469.SZ,301469.SZ,2026-06-16,1,4.0,0.0
sz302132.SZ,302132.SZ,2026-06-16,1,3.86,0.0
bj920124.BJ,920124.BJ,2026-06-17,1,1.5,0.0
bj920274.BJ,920274.BJ,2026-06-17,1,1.5,0.0
bj920371.BJ,920371.BJ,2026-06-17,1,1.0,0.0
bj920957.BJ,920957.BJ,2026-06-17,1,1.0,0.0
sh600028.SH,600028.SH,2026-06-17,1,1.12,0.0
sh600057.SH,600057.SH,2026-06-17,1,1.2,0.0
sh600105.SH,600105.SH,2026-06-17,1,0.15,0.0
sh600171.SH,600171.SH,2026-06-17,1,1.2,0.0
sh600184.SH,600184.SH,2026-06-17,1,0.33,0.0
sh600295.SH,600295.SH,2026-06-17,1,7.0,0.0
sh600475.SH,600475.SH,2026-06-17,1,2.5,0.0
sh600499.SH,600499.SH,2026-06-17,1,3.0,0.0
sh600508.SH,600508.SH,2026-06-17,1,2.1,0.0
sh600613.SH,600613.SH,2026-06-17,1,0.7,0.0
sh600740.SH,600740.SH,2026-06-17,1,0.25,0.0
sh600757.SH,600757.SH,2026-06-17,1,4.1,0.0
sh600861.SH,600861.SH,2026-06-17,1,10.33,0.0
sh600862.SH,600862.SH,2026-06-17,1,2.23,0.0
sh601038.SH,601038.SH,2026-06-17,1,1.97,0.0
sh601069.SH,601069.SH,2026-06-17,1,1.56,0.0
sh601112.SH,601112.SH,2026-06-17,1,1.72,0.0
sh603016.SH,603016.SH,2026-06-17,1,3.4,0.0
sh603078.SH,603078.SH,2026-06-17,1,0.6,0.0
sh603126.SH,603126.SH,2026-06-17,1,0.1,0.0
sh603173.SH,603173.SH,2026-06-17,1,8.2,0.0
sh603185.SH,603185.SH,2026-06-17,1,1.5,0.0
sh603197.SH,603197.SH,2026-06-17,1,1.9,0.0
sh603202.SH,603202.SH,2026-06-17,1,15.0,0.0
sh603271.SH,603271.SH,2026-06-17,1,4.55,0.0
sh603296.SH,603296.SH,2026-06-17,1,12.0,0.0
sh603297.SH,603297.SH,2026-06-17,1,9.0,0.0
sh603655.SH,603655.SH,2026-06-17,1,2.5,0.0
sh603693.SH,603693.SH,2026-06-17,1,1.5,0.0
sh605033.SH,605033.SH,2026-06-17,1,1.0,0.0
sh605077.SH,605077.SH,2026-06-17,1,3.0,0.0
sh605090.SH,605090.SH,2026-06-17,1,2.5,0.0
sh605118.SH,605118.SH,2026-06-17,1,3.0,0.0
sh605277.SH,605277.SH,2026-06-17,1,2.1,0.0
sh605300.SH,605300.SH,2026-06-17,1,0.7,0.0
sh688021.SH,688021.SH,2026-06-17,1,1.0,0.0
sh688128.SH,688128.SH,2026-06-17,1,3.0,0.0
sh688146.SH,688146.SH,2026-06-17,1,1.96,0.0
sh688270.SH,688270.SH,2026-06-17,1,0.0,0.0
sh688366.SH,688366.SH,2026-06-17,1,6.0,0.0
sh688388.SH,688388.SH,2026-06-17,1,0.45,0.0
sh688507.SH,688507.SH,2026-06-17,1,1.43,0.0
sh688553.SH,688553.SH,2026-06-17,1,2.0,0.0
sh688581.SH,688581.SH,2026-06-17,1,10.39,0.0
sh688588.SH,688588.SH,2026-06-17,1,2.0,0.0
sh688591.SH,688591.SH,2026-06-17,1,2.66,0.0
sh688626.SH,688626.SH,2026-06-17,1,1.8,0.0
sh688627.SH,688627.SH,2026-06-17,1,2.24,0.0
sh688631.SH,688631.SH,2026-06-17,1,1.7,0.0
sh688800.SH,688800.SH,2026-06-17,1,3.0,0.0
sz000065.SZ,000065.SZ,2026-06-17,1,1.37,0.0
sz000919.SZ,000919.SZ,2026-06-17,1,1.0,0.0
sz000937.SZ,000937.SZ,2026-06-17,1,1.0,0.0
sz001230.SZ,001230.SZ,2026-06-17,1,3.8,0.0
sz002106.SZ,002106.SZ,2026-06-17,1,1.0,0.0
sz002120.SZ,002120.SZ,2026-06-17,1,2.0,0.0
sz002165.SZ,002165.SZ,2026-06-17,1,0.3,0.0
sz002287.SZ,002287.SZ,2026-06-17,1,4.1,0.0
sz002290.SZ,002290.SZ,2026-06-17,1,2.1,0.0
sz002296.SZ,002296.SZ,2026-06-17,1,1.3,0.0
sz002311.SZ,002311.SZ,2026-06-17,1,11.0,0.0
sz002327.SZ,002327.SZ,2026-06-17,1,3.85,0.0
sz002438.SZ,002438.SZ,2026-06-17,1,2.0,0.0
sz002539.SZ,002539.SZ,2026-06-17,1,2.0,0.0
sz002553.SZ,002553.SZ,2026-06-17,1,1.0,0.0
sz300002.SZ,300002.SZ,2026-06-17,1,0.6,0.0
sz300018.SZ,300018.SZ,2026-06-17,1,1.0,0.0
sz300036.SZ,300036.SZ,2026-06-17,1,0.3,0.0
sz300054.SZ,300054.SZ,2026-06-17,1,1.0,0.0
sz300113.SZ,300113.SZ,2026-06-17,1,1.2,0.0
sz300187.SZ,300187.SZ,2026-06-17,1,0.3,0.0
sz300257.SZ,300257.SZ,2026-06-17,1,1.0,0.0
sz300404.SZ,300404.SZ,2026-06-17,1,0.13,0.0
sz300434.SZ,300434.SZ,2026-06-17,1,0.82,0.0
sz300446.SZ,300446.SZ,2026-06-17,1,3.2,0.0
sz300454.SZ,300454.SZ,2026-06-17,1,1.1,0.0
sz300649.SZ,300649.SZ,2026-06-17,1,0.5,0.0
sz300680.SZ,300680.SZ,2026-06-17,1,2.0,0.0
sz300682.SZ,300682.SZ,2026-06-17,1,1.9,0.0
sz300777.SZ,300777.SZ,2026-06-17,1,2.28,0.0
sz300828.SZ,300828.SZ,2026-06-17,1,0.6,0.0
sz300978.SZ,300978.SZ,2026-06-17,1,3.0,0.0
sz301011.SZ,301011.SZ,2026-06-17,1,1.5,0.0
sz301370.SZ,301370.SZ,2026-06-17,1,1.22,0.0
sz301519.SZ,301519.SZ,2026-06-17,1,1.0,0.0
sz301658.SZ,301658.SZ,2026-06-17,1,0.73,0.0
bj920077.BJ,920077.BJ,2026-06-18,1,1.0,0.0
bj920078.BJ,920078.BJ,2026-06-18,1,1.0,0.0
bj920128.BJ,920128.BJ,2026-06-18,1,1.0,0.0
bj920174.BJ,920174.BJ,2026-06-18,1,3.0,0.0
bj920230.BJ,920230.BJ,2026-06-18,1,1.5,0.0
bj920508.BJ,920508.BJ,2026-06-18,1,0.5,0.0
bj920547.BJ,920547.BJ,2026-06-18,1,2.0,0.0
bj920665.BJ,920665.BJ,2026-06-18,1,1.0,0.0
bj920802.BJ,920802.BJ,2026-06-18,1,1.2,0.0
bj920839.BJ,920839.BJ,2026-06-18,1,5.5,0.0
sh600008.SH,600008.SH,2026-06-18,1,0.8,0.0
sh600037.SH,600037.SH,2026-06-18,1,0.5,0.0
sh600132.SH,600132.SH,2026-06-18,1,12.0,0.0
sh600148.SH,600148.SH,2026-06-18,1,0.4,0.0
sh600218.SH,600218.SH,2026-06-18,1,0.3,0.0
sh600258.SH,600258.SH,2026-06-18,1,4.5,0.0
sh600313.SH,600313.SH,2026-06-18,1,0.09,0.0
sh600350.SH,600350.SH,2026-06-18,1,4.2,0.0
sh600352.SH,600352.SH,2026-06-18,1,1.0,0.0
sh600415.SH,600415.SH,2026-06-18,1,5.0,0.0
sh600502.SH,600502.SH,2026-06-18,1,1.7,0.0
sh600511.SH,600511.SH,2026-06-18,1,8.0,0.0
sh600521.SH,600521.SH,2026-06-18,1,1.0,0.0
sh600592.SH,600592.SH,2026-06-18,1,0.85,0.0
sh600710.SH,600710.SH,2026-06-18,1,4.15,0.0
sh600717.SH,600717.SH,2026-06-18,1,1.02,0.0
sh600755.SH,600755.SH,2026-06-18,1,1.2,0.0
sh600775.SH,600775.SH,2026-06-18,1,0.1,0.0
sh600826.SH,600826.SH,2026-06-18,1,2.4,0.0
sh600980.SH,600980.SH,2026-06-18,1,1.4,0.0
sh600983.SH,600983.SH,2026-06-18,1,6.7,0.0
sh601026.SH,601026.SH,2026-06-18,1,2.3,0.0
sh601139.SH,601139.SH,2026-06-18,1,1.6,0.0
sh601339.SH,601339.SH,2026-06-18,1,2.5,0.0
sh601717.SH,601717.SH,2026-06-18,1,12.5,0.0
sh601865.SH,601865.SH,2026-06-18,1,1.5,0.0
sh603038.SH,603038.SH,2026-06-18,1,0.5,0.0
sh603049.SH,603049.SH,2026-06-18,1,14.3,0.0
sh603098.SH,603098.SH,2026-06-18,1,1.0,0.0
sh603111.SH,603111.SH,2026-06-18,1,3.0,0.0
sh603171.SH,603171.SH,2026-06-18,1,2.0,0.0
sh603230.SH,603230.SH,2026-06-18,1,1.5,0.0
sh603257.SH,603257.SH,2026-06-18,1,5.0,0.0
sh603266.SH,603266.SH,2026-06-18,1,1.2,0.0
sh603299.SH,603299.SH,2026-06-18,1,2.52,0.0
sh603301.SH,603301.SH,2026-06-18,1,3.0,0.0
sh603305.SH,603305.SH,2026-06-18,1,1.6,0.0
sh603310.SH,603310.SH,2026-06-18,1,2.0,0.0
sh603321.SH,603321.SH,2026-06-18,1,0.5,0.0
sh603323.SH,603323.SH,2026-06-18,1,1.2,0.0
sh603365.SH,603365.SH,2026-06-18,1,8.0,0.0
sh603387.SH,603387.SH,2026-06-18,1,1.5,0.0
sh603409.SH,603409.SH,2026-06-18,1,3.0,0.0
sh603496.SH,603496.SH,2026-06-18,1,0.2,0.0
sh603516.SH,603516.SH,2026-06-18,1,1.0,0.0
sh603612.SH,603612.SH,2026-06-18,1,1.2,0.0
sh603726.SH,603726.SH,2026-06-18,1,5.5,0.0
sh603728.SH,603728.SH,2026-06-18,1,0.25,0.0
sh603867.SH,603867.SH,2026-06-18,1,4.0,0.0
sh603890.SH,603890.SH,2026-06-18,1,2.0,0.0
sh603917.SH,603917.SH,2026-06-18,1,1.5,0.0
sh603920.SH,603920.SH,2026-06-18,1,3.0,0.0
sh603928.SH,603928.SH,2026-06-18,1,1.2,0.0
sh605003.SH,605003.SH,2026-06-18,1,5.0,0.0
sh605005.SH,605005.SH,2026-06-18,1,2.0,0.0
sh605133.SH,605133.SH,2026-06-18,1,2.1,0.0
sh605369.SH,605369.SH,2026-06-18,1,1.5,0.0
sh605555.SH,605555.SH,2026-06-18,1,2.8,0.0
sh605567.SH,605567.SH,2026-06-18,1,1.0,0.0
sh688113.SH,688113.SH,2026-06-18,1,1.8,0.0
sh688139.SH,688139.SH,2026-06-18,1,3.3,0.0
sh688151.SH,688151.SH,2026-06-18,1,0.56,0.0
sh688222.SH,688222.SH,2026-06-18,1,1.3,0.0
sh688267.SH,688267.SH,2026-06-18,1,2.0,0.0
sh688310.SH,688310.SH,2026-06-18,1,2.5,0.0
sh688336.SH,688336.SH,2026-06-18,1,4.5,0.0
sh688337.SH,688337.SH,2026-06-18,1,4.0,0.0
sh688349.SH,688349.SH,2026-06-18,1,3.7,0.0
sh688391.SH,688391.SH,2026-06-18,1,3.0,0.0
sh688480.SH,688480.SH,2026-06-18,1,4.2,0.0
sh688503.SH,688503.SH,2026-06-18,1,4.32,0.0
sh688580.SH,688580.SH,2026-06-18,1,10.82,0.0
sh688726.SH,688726.SH,2026-06-18,1,3.1,0.0
sh688779.SH,688779.SH,2026-06-18,1,0.41,0.0
sh688785.SH,688785.SH,2026-06-18,1,8.0,0.0
sz000153.SZ,000153.SZ,2026-06-18,1,1.0,0.0
sz000404.SZ,000404.SZ,2026-06-18,1,3.3,0.0
sz000524.SZ,000524.SZ,2026-06-18,1,0.51,0.0
sz000544.SZ,000544.SZ,2026-06-18,1,2.7,0.0
sz000725.SZ,000725.SZ,2026-06-18,1,0.56,0.0
sz000726.SZ,000726.SZ,2026-06-18,1,1.5,0.0
sz000950.SZ,000950.SZ,2026-06-18,1,0.3,0.0
sz000969.SZ,000969.SZ,2026-06-18,1,2.0,0.0
sz001216.SZ,001216.SZ,2026-06-18,1,3.88,0.0
sz001234.SZ,001234.SZ,2026-06-18,1,2.9,0.0
sz001319.SZ,001319.SZ,2026-06-18,1,3.5,0.0
sz001325.SZ,001325.SZ,2026-06-18,1,6.1,0.0
sz001380.SZ,001380.SZ,2026-06-18,1,1.0,0.0
sz002015.SZ,002015.SZ,2026-06-18,1,1.0,0.0
sz002035.SZ,002035.SZ,2026-06-18,1,1.0,0.0
sz002056.SZ,002056.SZ,2026-06-18,1,6.0,0.0
sz002075.SZ,002075.SZ,2026-06-18,1,0.25,0.0
sz002083.SZ,002083.SZ,2026-06-18,1,3.0,0.0
sz002085.SZ,002085.SZ,2026-06-18,1,0.5,0.0
sz002144.SZ,002144.SZ,2026-06-18,1,0.5,0.0
sz002201.SZ,002201.SZ,2026-06-18,1,0.15,0.0
sz002399.SZ,002399.SZ,2026-06-18,1,1.45,0.0
sz002400.SZ,002400.SZ,2026-06-18,1,0.05,0.0
sz002440.SZ,002440.SZ,2026-06-18,1,2.0,0.0
sz002444.SZ,002444.SZ,2026-06-18,1,4.0,0.0
sz002448.SZ,002448.SZ,2026-06-18,1,2.0,0.0
sz002536.SZ,002536.SZ,2026-06-18,1,3.0,0.0
sz002627.SZ,002627.SZ,2026-06-18,1,0.5,0.0
sz002705.SZ,002705.SZ,2026-06-18,1,3.0,0.0
sz002728.SZ,002728.SZ,2026-06-18,1,1.5,0.0
sz002755.SZ,002755.SZ,2026-06-18,1,1.2,0.0
sz002762.SZ,002762.SZ,2026-06-18,1,0.5,0.0
sz002768.SZ,002768.SZ,2026-06-18,1,5.0,0.0
sz002893.SZ,002893.SZ,2026-06-18,1,0.91,0.0
sz002913.SZ,002913.SZ,2026-06-18,1,3.0,0.0
sz002918.SZ,002918.SZ,2026-06-18,1,0.8,0.0
sz002957.SZ,002957.SZ,2026-06-18,1,2.5,0.0
sz300176.SZ,300176.SZ,2026-06-18,1,0.2,0.0
sz300219.SZ,300219.SZ,2026-06-18,1,1.0,0.0
sz300381.SZ,300381.SZ,2026-06-18,1,0.5,0.0
sz300561.SZ,300561.SZ,2026-06-18,1,0.3,0.0
sz300596.SZ,300596.SZ,2026-06-18,1,4.5,0.0
sz300641.SZ,300641.SZ,2026-06-18,1,5.0,0.0
sz300658.SZ,300658.SZ,2026-06-18,1,0.6,0.0
sz300690.SZ,300690.SZ,2026-06-18,1,3.87,0.0
sz300699.SZ,300699.SZ,2026-06-18,1,5.0,0.0
sz300712.SZ,300712.SZ,2026-06-18,1,0.5,0.0
sz300776.SZ,300776.SZ,2026-06-18,1,3.9,0.0
sz300856.SZ,300856.SZ,2026-06-18,1,0.7,0.0
sz301062.SZ,301062.SZ,2026-06-18,1,0.5,0.0
sz301119.SZ,301119.SZ,2026-06-18,1,1.2,0.0
sz301186.SZ,301186.SZ,2026-06-18,1,5.0,0.0
sz301199.SZ,301199.SZ,2026-06-18,1,1.0,0.0
sz301233.SZ,301233.SZ,2026-06-18,1,6.06,0.0
sz301320.SZ,301320.SZ,2026-06-18,1,0.5,0.0
sz301510.SZ,301510.SZ,2026-06-18,1,0.5,0.0
sz301575.SZ,301575.SZ,2026-06-18,1,4.0,0.0
sz301616.SZ,301616.SZ,2026-06-18,1,4.0,0.0
bj920242.BJ,920242.BJ,2026-06-22,1,5.0,0.0
sh600141.SH,600141.SH,2026-06-22,1,5.0,0.0
sh600750.SH,600750.SH,2026-06-22,1,8.8,0.0
sh600751.SH,600751.SH,2026-06-22,1,0.18,0.0
sh601568.SH,601568.SH,2026-06-22,1,0.5,0.0
sh601890.SH,601890.SH,2026-06-22,1,0.6,0.0
sh603041.SH,603041.SH,2026-06-22,1,1.2,0.0
sh603088.SH,603088.SH,2026-06-22,1,1.7,0.0
sh603499.SH,603499.SH,2026-06-22,1,0.8,0.0
sh603500.SH,603500.SH,2026-06-22,1,2.2,0.0
sh603527.SH,603527.SH,2026-06-22,1,1.0,0.0
sh603680.SH,603680.SH,2026-06-22,1,1.5,0.0
sh603687.SH,603687.SH,2026-06-22,1,0.42,0.0
sh603738.SH,603738.SH,2026-06-22,1,0.41,0.0
sh603836.SH,603836.SH,2026-06-22,1,2.0,0.0
sh605189.SH,605189.SH,2026-06-22,1,1.04,0.0
sh605337.SH,605337.SH,2026-06-22,1,2.3,0.0
sh688029.SH,688029.SH,2026-06-22,1,10.0,0.0
sh688050.SH,688050.SH,2026-06-22,1,3.2,0.0
sh688061.SH,688061.SH,2026-06-22,1,2.0,0.0
sh688219.SH,688219.SH,2026-06-22,1,1.5,0.0
sh688289.SH,688289.SH,2026-06-22,1,2.61,0.0
sh688309.SH,688309.SH,2026-06-22,1,1.7,0.0
sh688330.SH,688330.SH,2026-06-22,1,4.6,0.0
sh688398.SH,688398.SH,2026-06-22,1,0.5,0.0
sh688502.SH,688502.SH,2026-06-22,1,2.8,0.0
sh688685.SH,688685.SH,2026-06-22,1,0.45,0.0
sh688809.SH,688809.SH,2026-06-22,1,10.0,0.0
sz000019.SZ,000019.SZ,2026-06-22,1,1.2,0.0
sz000037.SZ,000037.SZ,2026-06-22,1,0.32,0.0
sz000548.SZ,000548.SZ,2026-06-22,1,0.3,0.0
sz000793.SZ,000793.SZ,2026-06-22,15,0.0,0.0
sz001356.SZ,001356.SZ,2026-06-22,1,0.32,0.0
sz002116.SZ,002116.SZ,2026-06-22,1,2.19,0.0
sz002244.SZ,002244.SZ,2026-06-22,1,0.68,0.0
sz002364.SZ,002364.SZ,2026-06-22,1,1.0,0.0
sz002497.SZ,002497.SZ,2026-06-22,1,0.6,0.0
sz002677.SZ,002677.SZ,2026-06-22,1,0.16,0.0
sz002736.SZ,002736.SZ,2026-06-22,1,3.5,0.0
sz002779.SZ,002779.SZ,2026-06-22,1,1.73,0.0
sz002825.SZ,002825.SZ,2026-06-22,1,1.2,0.0
sz002940.SZ,002940.SZ,2026-06-22,1,1.5,0.0
sz003039.SZ,003039.SZ,2026-06-22,1,2.31,0.0
sz300185.SZ,300185.SZ,2026-06-22,1,0.02,0.0
sz300650.SZ,300650.SZ,2026-06-22,1,0.2,0.0
