symbol,code,date,type,bonus,allotment
sz300773.SZ,300773.SZ,2026-06-22,1,4.0,0.0
sz301192.SZ,301192.SZ,2026-06-22,1,1.48,0.0
bj920855.BJ,920855.BJ,2026-06-23,1,1.5,0.0
sh603366.SH,603366.SH,2026-06-23,1,0.45,0.0
sh603881.SH,603881.SH,2026-06-23,1,0.34,0.0
sz000088.SZ,000088.SZ,2026-06-23,1,1.07,0.0
sz000597.SZ,000597.SZ,2026-06-23,1,0.55,0.0
sz000768.SZ,000768.SZ,2026-06-23,1,1.5,0.0
sz000962.SZ,000962.SZ,2026-06-23,1,1.11,0.0
sz000985.SZ,000985.SZ,2026-06-23,1,0.11,0.0
sz001359.SZ,001359.SZ,2026-06-23,1,3.98,0.0
sz002057.SZ,002057.SZ,2026-06-23,1,0.58,0.0
sz002790.SZ,002790.SZ,2026-06-23,1,0.15,0.0
sz300927.SZ,300927.SZ,2026-06-23,1,0.75,0.0
sz301092.SZ,301092.SZ,2026-06-23,1,2.6,0.0
bj920403.BJ,920403.BJ,2026-06-24,1,2.0,0.0
sh688416.SH,688416.SH,2026-06-24,1,0.0,0.0
